category,dates,value
최저기온(℃),1990-07-08,23.8
최고기온(℃),1990-07-09,32.3
최저기온(℃),1990-07-09,23.2
최고기온(℃),1990-07-10,31.3
최저기온(℃),1990-07-10,24.2
최고기온(℃),1990-07-11,26.2
최저기온(℃),1990-07-11,23.1
최고기온(℃),1990-07-12,31.4
최저기온(℃),1990-07-12,21.2
최고기온(℃),1990-07-13,27.3
최저기온(℃),1990-07-13,20.1
최고기온(℃),1990-07-14,24.0
최저기온(℃),1990-07-14,21.4
최고기온(℃),1990-07-15,27.7
최저기온(℃),1990-07-15,20.3
최고기온(℃),1990-07-16,28.2
최저기온(℃),1990-07-16,22.6
최고기온(℃),1990-07-17,26.4
최저기온(℃),1990-07-17,21.6
최고기온(℃),1990-07-18,25.3
최저기온(℃),1990-07-18,22.2
최고기온(℃),1990-07-19,29.4
최저기온(℃),1990-07-19,21.5
최고기온(℃),1990-07-20,28.3
최저기온(℃),1990-07-20,23.2
최고기온(℃),1990-07-21,25.7
최저기온(℃),1990-07-21,22.3
최고기온(℃),1990-07-22,28.7
최저기온(℃),1990-07-22,21.8
최고기온(℃),1990-07-23,26.7
최저기온(℃),1990-07-23,23.3
최고기온(℃),1990-07-24,26.6
최저기온(℃),1990-07-24,21.6
최고기온(℃),1990-07-25,29.0
최저기온(℃),1990-07-25,21.3
최고기온(℃),1990-07-26,28.9
최저기온(℃),1990-07-26,24.3
최고기온(℃),1990-07-27,29.3
최저기온(℃),1990-07-27,24.1
최고기온(℃),1990-07-28,32.0
최저기온(℃),1990-07-28,25.5
최고기온(℃),1990-07-29,34.2
최저기온(℃),1990-07-29,23.7
최고기온(℃),1990-07-30,33.5
최저기온(℃),1990-07-30,25.7
최고기온(℃),1990-07-31,33.2
최저기온(℃),1990-07-31,24.6
최고기온(℃),1990-08-01,33.0
최저기온(℃),1990-08-01,24.4
최고기온(℃),1990-08-02,33.9
최저기온(℃),1990-08-02,24.8
최고기온(℃),1990-08-03,33.4
최저기온(℃),1990-08-03,25.3
최고기온(℃),1990-08-04,32.9
최저기온(℃),1990-08-04,23.8
최고기온(℃),1990-08-05,33.7
최저기온(℃),1990-08-05,24.2
최고기온(℃),1990-08-06,34.3
최저기온(℃),1990-08-06,24.8
최고기온(℃),1990-08-07,35.5
최저기온(℃),1990-08-07,24.9
최고기온(℃),1990-08-08,33.7
최저기온(℃),1990-08-08,24.3
최고기온(℃),1990-08-09,32.0
최저기온(℃),1990-08-09,23.0
최고기온(℃),1990-08-10,31.1
최저기온(℃),1990-08-10,23.2
최고기온(℃),1990-08-11,31.1
최저기온(℃),1990-08-11,22.0
최고기온(℃),1990-08-12,32.8
최저기온(℃),1990-08-12,22.4
최고기온(℃),1990-08-13,33.3
최저기온(℃),1990-08-13,23.1
최고기온(℃),1990-08-14,27.8
최저기온(℃),1990-08-14,23.8
최고기온(℃),1990-08-15,31.4
최저기온(℃),1990-08-15,22.6
최고기온(℃),1990-08-16,27.7
최저기온(℃),1990-08-16,20.4
최고기온(℃),1990-08-17,30.6
최저기온(℃),1990-08-17,18.5
최고기온(℃),1990-08-18,30.2
최저기온(℃),1990-08-18,21.6
최고기온(℃),1990-08-19,26.0
최저기온(℃),1990-08-19,24.0
최고기온(℃),1990-08-20,25.3
최저기온(℃),1990-08-20,23.5
최고기온(℃),1990-08-21,24.6
최저기온(℃),1990-08-21,22.8
최고기온(℃),1990-08-22,31.6
최저기온(℃),1990-08-22,21.5
최고기온(℃),1990-08-23,29.1
최저기온(℃),1990-08-23,21.2
최고기온(℃),1990-08-24,30.3
최저기온(℃),1990-08-24,22.2
최고기온(℃),1990-08-25,30.0
최저기온(℃),1990-08-25,21.1
최고기온(℃),1990-08-26,30.4
최저기온(℃),1990-08-26,21.9
최고기온(℃),1990-08-27,31.7
최저기온(℃),1990-08-27,23.0
최고기온(℃),1990-08-28,31.8
최저기온(℃),1990-08-28,22.9
최고기온(℃),1990-08-29,31.0
최저기온(℃),1990-08-29,22.6
최고기온(℃),1990-08-30,31.9
최저기온(℃),1990-08-30,21.2
최고기온(℃),1990-08-31,25.1
최저기온(℃),1990-08-31,20.6
최고기온(℃),1990-09-01,21.4
최저기온(℃),1990-09-01,18.8
최고기온(℃),1990-09-02,31.1
최저기온(℃),1990-09-02,20.5
최고기온(℃),1990-09-03,27.0
최저기온(℃),1990-09-03,19.4
최고기온(℃),1990-09-04,27.1
최저기온(℃),1990-09-04,19.1
최고기온(℃),1990-09-05,28.2
최저기온(℃),1990-09-05,19.7
최고기온(℃),1990-09-06,25.9
최저기온(℃),1990-09-06,21.6
최고기온(℃),1990-09-07,30.8
최저기온(℃),1990-09-07,20.1
최고기온(℃),1990-09-08,28.3
최저기온(℃),1990-09-08,22.6
최고기온(℃),1990-09-09,27.0
최저기온(℃),1990-09-09,21.4
최고기온(℃),1990-09-10,23.8
최저기온(℃),1990-09-10,17.6
최고기온(℃),1990-09-11,18.8
최저기온(℃),1990-09-11,17.1
최고기온(℃),1990-09-12,27.0
최저기온(℃),1990-09-12,16.8
최고기온(℃),1990-09-13,27.2
최저기온(℃),1990-09-13,17.8
최고기온(℃),1990-09-14,23.2
최저기온(℃),1990-09-14,18.2
최고기온(℃),1990-09-15,25.6
최저기온(℃),1990-09-15,16.2
최고기온(℃),1990-09-16,26.3
최저기온(℃),1990-09-16,14.4
최고기온(℃),1990-09-17,23.6
최저기온(℃),1990-09-17,14.2
최고기온(℃),1990-09-18,21.8
최저기온(℃),1990-09-18,10.9
최고기온(℃),1990-09-19,25.9
최저기온(℃),1990-09-19,10.2
최고기온(℃),1990-09-20,25.7
최저기온(℃),1990-09-20,13.4
최고기온(℃),1990-09-21,26.5
최저기온(℃),1990-09-21,15.1
최고기온(℃),1990-09-22,26.3
최저기온(℃),1990-09-22,15.7
최고기온(℃),1990-09-23,23.9
최저기온(℃),1990-09-23,17.4
최고기온(℃),1990-09-24,24.0
최저기온(℃),1990-09-24,16.3
최고기온(℃),1990-09-25,25.5
최저기온(℃),1990-09-25,15.0
최고기온(℃),1990-09-26,26.3
최저기온(℃),1990-09-26,15.8
최고기온(℃),1990-09-27,23.8
최저기온(℃),1990-09-27,15.5
최고기온(℃),1990-09-28,25.7
최저기온(℃),1990-09-28,16.2
최고기온(℃),1990-09-29,27.1
최저기온(℃),1990-09-29,14.8
최고기온(℃),1990-09-30,25.3
최저기온(℃),1990-09-30,17.0
최고기온(℃),1991-07-01,24.6
최저기온(℃),1991-07-01,20.5
최고기온(℃),1991-07-02,29.5
최저기온(℃),1991-07-02,18.7
최고기온(℃),1991-07-03,30.8
최저기온(℃),1991-07-03,21.0
최고기온(℃),1991-07-04,31.2
최저기온(℃),1991-07-04,23.0
최고기온(℃),1991-07-05,29.9
최저기온(℃),1991-07-05,22.5
최고기온(℃),1991-07-06,29.6
최저기온(℃),1991-07-06,21.4
최고기온(℃),1991-07-07,25.6
최저기온(℃),1991-07-07,18.8
최고기온(℃),1991-07-08,25.7
최저기온(℃),1991-07-08,18.0
최고기온(℃),1991-07-09,24.5
최저기온(℃),1991-07-09,19.4
최고기온(℃),1991-07-10,27.6
최저기온(℃),1991-07-10,20.3
최고기온(℃),1991-07-11,25.2
최저기온(℃),1991-07-11,20.1
최고기온(℃),1991-07-12,29.4
최저기온(℃),1991-07-12,19.2
최고기온(℃),1991-07-13,29.1
최저기온(℃),1991-07-13,20.4
최고기온(℃),1991-07-14,29.1
최저기온(℃),1991-07-14,21.8
최고기온(℃),1991-07-15,24.5
최저기온(℃),1991-07-15,21.6
최고기온(℃),1991-07-16,26.7
최저기온(℃),1991-07-16,21.5
최고기온(℃),1991-07-17,28.6
최저기온(℃),1991-07-17,21.7
최고기온(℃),1991-07-18,30.3
최저기온(℃),1991-07-18,22.6
최고기온(℃),1991-07-19,27.4
최저기온(℃),1991-07-19,22.5
최고기온(℃),1991-07-20,25.9
최저기온(℃),1991-07-20,20.9
최고기온(℃),1991-07-21,25.9
최저기온(℃),1991-07-21,22.9
최고기온(℃),1991-07-22,27.3
최저기온(℃),1991-07-22,23.5
최고기온(℃),1991-07-23,27.9
최저기온(℃),1991-07-23,22.9
최고기온(℃),1991-07-24,25.7
최저기온(℃),1991-07-24,22.8
최고기온(℃),1991-07-25,24.4
최저기온(℃),1991-07-25,21.0
최고기온(℃),1991-07-26,27.0
최저기온(℃),1991-07-26,19.7
최고기온(℃),1991-07-27,29.5
최저기온(℃),1991-07-27,22.0
최고기온(℃),1991-07-28,32.0
최저기온(℃),1991-07-28,22.3
최고기온(℃),1991-07-29,30.3
최저기온(℃),1991-07-29,25.0
최고기온(℃),1991-07-30,27.7
최저기온(℃),1991-07-30,22.9
최고기온(℃),1991-07-31,29.5
최저기온(℃),1991-07-31,21.8
최고기온(℃),1991-08-01,30.3
최저기온(℃),1991-08-01,24.0
최고기온(℃),1991-08-02,24.4
최저기온(℃),1991-08-02,20.1
최고기온(℃),1991-08-03,28.3
최저기온(℃),1991-08-03,21.1
최고기온(℃),1991-08-04,25.9
최저기온(℃),1991-08-04,21.7
최고기온(℃),1991-08-05,30.0
최저기온(℃),1991-08-05,19.8
최고기온(℃),1991-08-06,28.2
최저기온(℃),1991-08-06,19.8
최고기온(℃),1991-08-07,28.7
최저기온(℃),1991-08-07,19.7
최고기온(℃),1991-08-08,30.8
최저기온(℃),1991-08-08,20.6
최고기온(℃),1991-08-09,25.4
최저기온(℃),1991-08-09,20.9
최고기온(℃),1991-08-10,29.5
최저기온(℃),1991-08-10,21.7
최고기온(℃),1991-08-11,30.9
최저기온(℃),1991-08-11,21.1
최고기온(℃),1991-08-12,31.5
최저기온(℃),1991-08-12,21.6
최고기온(℃),1991-08-13,31.8
최저기온(℃),1991-08-13,22.5
최고기온(℃),1991-08-14,33.2
최저기온(℃),1991-08-14,24.3
최고기온(℃),1991-08-15,34.2
최저기온(℃),1991-08-15,24.6
최고기온(℃),1991-08-16,31.4
최저기온(℃),1991-08-16,24.3
최고기온(℃),1991-08-17,31.5
최저기온(℃),1991-08-17,24.8
최고기온(℃),1991-08-18,31.6
최저기온(℃),1991-08-18,25.0
최고기온(℃),1991-08-19,31.5
최저기온(℃),1991-08-19,23.2
최고기온(℃),1991-08-20,34.7
최저기온(℃),1991-08-20,23.0
최고기온(℃),1991-08-21,33.2
최저기온(℃),1991-08-21,24.0
최고기온(℃),1991-08-22,29.3
최저기온(℃),1991-08-22,23.0
최고기온(℃),1991-08-23,24.4
최저기온(℃),1991-08-23,20.4
최고기온(℃),1991-08-24,29.9
최저기온(℃),1991-08-24,21.4
최고기온(℃),1991-08-25,30.1
최저기온(℃),1991-08-25,23.1
최고기온(℃),1991-08-26,30.0
최저기온(℃),1991-08-26,19.7
최고기온(℃),1991-08-27,29.1
최저기온(℃),1991-08-27,16.3
최고기온(℃),1991-08-28,29.7
최저기온(℃),1991-08-28,15.7
최고기온(℃),1991-08-29,31.8
최저기온(℃),1991-08-29,18.2
최고기온(℃),1991-08-30,29.1
최저기온(℃),1991-08-30,21.1
최고기온(℃),1991-08-31,29.2
최저기온(℃),1991-08-31,21.8
최고기온(℃),1991-09-01,30.5
최저기온(℃),1991-09-01,21.6
최고기온(℃),1991-09-02,30.2
최저기온(℃),1991-09-02,21.0
최고기온(℃),1991-09-03,25.1
최저기온(℃),1991-09-03,21.1
최고기온(℃),1991-09-04,23.4
최저기온(℃),1991-09-04,19.5
최고기온(℃),1991-09-05,23.2
최저기온(℃),1991-09-05,21.3
최고기온(℃),1991-09-06,25.9
최저기온(℃),1991-09-06,19.5
최고기온(℃),1991-09-07,29.6
최저기온(℃),1991-09-07,18.7
최고기온(℃),1991-09-08,31.0
최저기온(℃),1991-09-08,18.9
최고기온(℃),1991-09-09,29.8
최저기온(℃),1991-09-09,19.2
최고기온(℃),1991-09-10,28.0
최저기온(℃),1991-09-10,20.5
최고기온(℃),1991-09-11,24.2
최저기온(℃),1991-09-11,20.4
최고기온(℃),1991-09-12,26.2
최저기온(℃),1991-09-12,16.7
최고기온(℃),1991-09-13,28.7
최저기온(℃),1991-09-13,15.0
최고기온(℃),1991-09-14,28.0
최저기온(℃),1991-09-14,19.1
최고기온(℃),1991-09-15,27.2
최저기온(℃),1991-09-15,17.1
최고기온(℃),1991-09-16,27.0
최저기온(℃),1991-09-16,16.9
최고기온(℃),1991-09-17,25.8
최저기온(℃),1991-09-17,17.1
최고기온(℃),1991-09-18,28.1
최저기온(℃),1991-09-18,17.5
최고기온(℃),1991-09-19,25.2
최저기온(℃),1991-09-19,17.9
최고기온(℃),1991-09-20,22.6
최저기온(℃),1991-09-20,13.7
최고기온(℃),1991-09-21,24.0
최저기온(℃),1991-09-21,14.8
최고기온(℃),1991-09-22,26.2
최저기온(℃),1991-09-22,15.5
최고기온(℃),1991-09-23,23.1
최저기온(℃),1991-09-23,15.6
최고기온(℃),1991-09-24,23.6
최저기온(℃),1991-09-24,15.8
최고기온(℃),1991-09-25,24.2
최저기온(℃),1991-09-25,15.7
최고기온(℃),1991-09-26,21.4
최저기온(℃),1991-09-26,16.8
최고기온(℃),1991-09-27,19.0
최저기온(℃),1991-09-27,16.2
최고기온(℃),1991-09-28,21.4
최저기온(℃),1991-09-28,13.0
최고기온(℃),1991-09-29,22.5
최저기온(℃),1991-09-29,10.1
최고기온(℃),1991-09-30,21.0
최저기온(℃),1991-09-30,11.5
최고기온(℃),1992-07-01,27.5
최저기온(℃),1992-07-01,19.8
최고기온(℃),1992-07-02,25.4
최저기온(℃),1992-07-02,20.6
최고기온(℃),1992-07-03,22.5
최저기온(℃),1992-07-03,19.1
최고기온(℃),1992-07-04,28.3
최저기온(℃),1992-07-04,20.7
최고기온(℃),1992-07-05,31.3
최저기온(℃),1992-07-05,20.3
최고기온(℃),1992-07-06,32.4
최저기온(℃),1992-07-06,21.1
최고기온(℃),1992-07-07,30.6
최저기온(℃),1992-07-07,22.3
최고기온(℃),1992-07-08,31.5
최저기온(℃),1992-07-08,21.8
최고기온(℃),1992-07-09,30.3
최저기온(℃),1992-07-09,20.6
최고기온(℃),1992-07-10,25.9
최저기온(℃),1992-07-10,20.5
최고기온(℃),1992-07-11,22.7
최저기온(℃),1992-07-11,20.4
최고기온(℃),1992-07-12,27.4
최저기온(℃),1992-07-12,19.9
최고기온(℃),1992-07-13,28.2
최저기온(℃),1992-07-13,21.3
최고기온(℃),1992-07-14,28.6
최저기온(℃),1992-07-14,20.2
최고기온(℃),1992-07-15,28.1
최저기온(℃),1992-07-15,19.8
최고기온(℃),1992-07-16,28.8
최저기온(℃),1992-07-16,20.0
최고기온(℃),1992-07-17,24.4
최저기온(℃),1992-07-17,20.5
최고기온(℃),1992-07-18,28.9
최저기온(℃),1992-07-18,20.9
최고기온(℃),1992-07-19,31.5
최저기온(℃),1992-07-19,22.9
최고기온(℃),1992-07-20,28.8
최저기온(℃),1992-07-20,24.6
최고기온(℃),1992-07-21,28.1
최저기온(℃),1992-07-21,25.0
최고기온(℃),1992-07-22,26.3
최저기온(℃),1992-07-22,23.0
최고기온(℃),1992-07-23,30.3
최저기온(℃),1992-07-23,22.5
최고기온(℃),1992-07-24,30.0
최저기온(℃),1992-07-24,24.1
최고기온(℃),1992-07-25,29.0
최저기온(℃),1992-07-25,23.7
최고기온(℃),1992-07-26,30.1
최저기온(℃),1992-07-26,24.4
최고기온(℃),1992-07-27,26.1
최저기온(℃),1992-07-27,24.6
최고기온(℃),1992-07-28,30.3
최저기온(℃),1992-07-28,24.4
최고기온(℃),1992-07-29,30.6
최저기온(℃),1992-07-29,25.3
최고기온(℃),1992-07-30,26.5
최저기온(℃),1992-07-30,24.5
최고기온(℃),1992-07-31,29.4
최저기온(℃),1992-07-31,22.5
최고기온(℃),1992-08-01,32.2
최저기온(℃),1992-08-01,22.5
최고기온(℃),1992-08-02,31.4
최저기온(℃),1992-08-02,22.9
최고기온(℃),1992-08-03,31.1
최저기온(℃),1992-08-03,22.4
최고기온(℃),1992-08-04,30.5
최저기온(℃),1992-08-04,20.0
최고기온(℃),1992-08-05,30.4
최저기온(℃),1992-08-05,19.6
최고기온(℃),1992-08-06,26.0
최저기온(℃),1992-08-06,22.5
최고기온(℃),1992-08-07,22.5
최저기온(℃),1992-08-07,20.3
최고기온(℃),1992-08-08,30.0
최저기온(℃),1992-08-08,20.7
최고기온(℃),1992-08-09,30.2
최저기온(℃),1992-08-09,21.0
최고기온(℃),1992-08-10,29.6
최저기온(℃),1992-08-10,21.8
최고기온(℃),1992-08-11,29.4
최저기온(℃),1992-08-11,22.8
최고기온(℃),1992-08-12,26.9
최저기온(℃),1992-08-12,21.1
최고기온(℃),1992-08-13,30.0
최저기온(℃),1992-08-13,20.4
최고기온(℃),1992-08-14,25.4
최저기온(℃),1992-08-14,19.8
최고기온(℃),1992-08-15,24.0
최저기온(℃),1992-08-15,18.4
최고기온(℃),1992-08-16,27.2
최저기온(℃),1992-08-16,21.0
최고기온(℃),1992-08-17,24.0
최저기온(℃),1992-08-17,20.3
최고기온(℃),1992-08-18,30.4
최저기온(℃),1992-08-18,20.3
최고기온(℃),1992-08-19,30.4
최저기온(℃),1992-08-19,20.7
최고기온(℃),1992-08-20,31.2
최저기온(℃),1992-08-20,20.3
최고기온(℃),1992-08-21,30.0
최저기온(℃),1992-08-21,22.1
최고기온(℃),1992-08-22,30.4
최저기온(℃),1992-08-22,23.0
최고기온(℃),1992-08-23,28.3
최저기온(℃),1992-08-23,22.4
최고기온(℃),1992-08-24,27.7
최저기온(℃),1992-08-24,22.3
최고기온(℃),1992-08-25,30.1
최저기온(℃),1992-08-25,19.7
최고기온(℃),1992-08-26,30.3
최저기온(℃),1992-08-26,20.5
최고기온(℃),1992-08-27,23.2
최저기온(℃),1992-08-27,21.0
최고기온(℃),1992-08-28,25.6
최저기온(℃),1992-08-28,22.0
최고기온(℃),1992-08-29,32.8
최저기온(℃),1992-08-29,22.4
최고기온(℃),1992-08-30,32.7
최저기온(℃),1992-08-30,23.7
최고기온(℃),1992-08-31,30.9
최저기온(℃),1992-08-31,24.5
최고기온(℃),1992-09-01,26.9
최저기온(℃),1992-09-01,23.1
최고기온(℃),1992-09-02,26.8
최저기온(℃),1992-09-02,23.6
최고기온(℃),1992-09-03,27.8
최저기온(℃),1992-09-03,23.0
최고기온(℃),1992-09-04,29.4
최저기온(℃),1992-09-04,21.3
최고기온(℃),1992-09-05,30.9
최저기온(℃),1992-09-05,21.1
최고기온(℃),1992-09-06,30.1
최저기온(℃),1992-09-06,20.9
최고기온(℃),1992-09-07,23.9
최저기온(℃),1992-09-07,21.4
최고기온(℃),1992-09-08,25.9
최저기온(℃),1992-09-08,19.4
최고기온(℃),1992-09-09,25.3
최저기온(℃),1992-09-09,16.2
최고기온(℃),1992-09-10,26.3
최저기온(℃),1992-09-10,16.1
최고기온(℃),1992-09-11,26.5
최저기온(℃),1992-09-11,15.7
최고기온(℃),1992-09-12,22.8
최저기온(℃),1992-09-12,18.8
최고기온(℃),1992-09-13,23.3
최저기온(℃),1992-09-13,16.9
최고기온(℃),1992-09-14,26.5
최저기온(℃),1992-09-14,18.2
최고기온(℃),1992-09-15,27.7
최저기온(℃),1992-09-15,17.1
최고기온(℃),1992-09-16,24.6
최저기온(℃),1992-09-16,16.6
최고기온(℃),1992-09-17,24.4
최저기온(℃),1992-09-17,13.6
최고기온(℃),1992-09-18,26.3
최저기온(℃),1992-09-18,16.6
최고기온(℃),1992-09-19,25.4
최저기온(℃),1992-09-19,14.4
최고기온(℃),1992-09-20,24.6
최저기온(℃),1992-09-20,16.5
최고기온(℃),1992-09-21,26.1
최저기온(℃),1992-09-21,16.5
최고기온(℃),1992-09-22,25.6
최저기온(℃),1992-09-22,16.0
최고기온(℃),1992-09-23,26.2
최저기온(℃),1992-09-23,15.2
최고기온(℃),1992-09-24,22.2
최저기온(℃),1992-09-24,18.3
최고기온(℃),1992-09-25,23.5
최저기온(℃),1992-09-25,14.6
최고기온(℃),1992-09-26,21.7
최저기온(℃),1992-09-26,11.3
최고기온(℃),1992-09-27,21.9
최저기온(℃),1992-09-27,9.3
최고기온(℃),1992-09-28,17.7
최저기온(℃),1992-09-28,12.2
최고기온(℃),1992-09-29,20.7
최저기온(℃),1992-09-29,13.0
최고기온(℃),1992-09-30,22.2
최저기온(℃),1992-09-30,10.4
최고기온(℃),1993-07-01,27.3
최저기온(℃),1993-07-01,17.9
최고기온(℃),1993-07-02,30.1
최저기온(℃),1993-07-02,19.4
최고기온(℃),1993-07-03,29.1
최저기온(℃),1993-07-03,18.6
최고기온(℃),1993-07-04,30.8
최저기온(℃),1993-07-04,19.1
최고기온(℃),1993-07-05,31.1
최저기온(℃),1993-07-05,21.1
최고기온(℃),1993-07-06,29.6
최저기온(℃),1993-07-06,20.7
최고기온(℃),1993-07-07,31.1
최저기온(℃),1993-07-07,20.3
최고기온(℃),1993-07-08,25.0
최저기온(℃),1993-07-08,20.1
최고기온(℃),1993-07-09,27.0
최저기온(℃),1993-07-09,21.1
최고기온(℃),1993-07-10,29.5
최저기온(℃),1993-07-10,22.5
최고기온(℃),1993-07-11,25.0
최저기온(℃),1993-07-11,20.7
최고기온(℃),1993-07-12,24.9
최저기온(℃),1993-07-12,21.5
최고기온(℃),1993-07-13,23.9
최저기온(℃),1993-07-13,22.3
최고기온(℃),1993-07-14,30.1
최저기온(℃),1993-07-14,21.3
최고기온(℃),1993-07-15,29.9
최저기온(℃),1993-07-15,20.4
최고기온(℃),1993-07-16,26.6
최저기온(℃),1993-07-16,20.6
최고기온(℃),1993-07-17,20.6
최저기온(℃),1993-07-17,18.4
최고기온(℃),1993-07-18,27.6
최저기온(℃),1993-07-18,17.7
최고기온(℃),1993-07-19,27.8
최저기온(℃),1993-07-19,18.1
최고기온(℃),1993-07-20,27.7
최저기온(℃),1993-07-20,17.2
최고기온(℃),1993-07-21,28.3
최저기온(℃),1993-07-21,16.2
최고기온(℃),1993-07-22,28.6
최저기온(℃),1993-07-22,16.3
최고기온(℃),1993-07-23,28.0
최저기온(℃),1993-07-23,19.3
최고기온(℃),1993-07-24,24.7
최저기온(℃),1993-07-24,20.0
최고기온(℃),1993-07-25,25.2
최저기온(℃),1993-07-25,19.3
최고기온(℃),1993-07-26,25.6
